date,region,medicine,units_sold
2022-05-13,south,paracetamol,277
2022-05-13,south,metformin,236
2022-05-13,south,amlodipine,239
2022-05-13,south,salbutamol,129
2022-05-13,south,ors,54
2022-05-13,east,paracetamol,203
2022-05-13,east,metformin,132
2022-05-13,east,amlodipine,297
2022-05-13,east,salbutamol,55
2022-05-13,east,ors,201
2022-05-13,west,paracetamol,272
2022-05-13,west,metformin,272
2022-05-13,west,amlodipine,230
2022-05-13,west,salbutamol,56
2022-05-13,west,ors,59
2022-05-13,central,paracetamol,216
2022-05-13,central,metformin,263
2022-05-13,central,amlodipine,127
2022-05-13,central,salbutamol,205
2022-05-13,central,ors,91
2022-05-14,north,paracetamol,111
2022-05-14,north,metformin,174
2022-05-14,north,amlodipine,229
2022-05-14,north,salbutamol,71
2022-05-14,north,ors,106
2022-05-14,south,paracetamol,145
2022-05-14,south,metformin,188
2022-05-14,south,amlodipine,191
2022-05-14,south,salbutamol,80
2022-05-14,south,ors,285
2022-05-14,east,paracetamol,53
2022-05-14,east,metformin,158
2022-05-14,east,amlodipine,199
2022-05-14,east,salbutamol,167
2022-05-14,east,ors,142
2022-05-14,west,paracetamol,148
2022-05-14,west,metformin,241
2022-05-14,west,amlodipine,126
2022-05-14,west,salbutamol,261
2022-05-14,west,ors,132
2022-05-14,central,paracetamol,256
2022-05-14,central,metformin,164
2022-05-14,central,amlodipine,267
2022-05-14,central,salbutamol,261
2022-05-14,central,ors,110
2022-05-15,north,paracetamol,149
2022-05-15,north,metformin,183
2022-05-15,north,amlodipine,128
2022-05-15,north,salbutamol,245
2022-05-15,north,ors,55
2022-05-15,south,paracetamol,115
2022-05-15,south,metformin,213
2022-05-15,south,amlodipine,291
2022-05-15,south,salbutamol,192
2022-05-15,south,ors,125
2022-05-15,east,paracetamol,89
2022-05-15,east,metformin,285
2022-05-15,east,amlodipine,218
2022-05-15,east,salbutamol,56
2022-05-15,east,ors,71
2022-05-15,west,paracetamol,121
2022-05-15,west,metformin,293
2022-05-15,west,amlodipine,155
2022-05-15,west,salbutamol,188
2022-05-15,west,ors,179
2022-05-15,central,paracetamol,79
2022-05-15,central,metformin,117
2022-05-15,central,amlodipine,230
2022-05-15,central,salbutamol,138
2022-05-15,central,ors,198
2022-05-16,north,paracetamol,202
2022-05-16,north,metformin,122
2022-05-16,north,amlodipine,121
2022-05-16,north,salbutamol,182
2022-05-16,north,ors,287
2022-05-16,south,paracetamol,269
2022-05-16,south,metformin,115
2022-05-16,south,amlodipine,134
2022-05-16,south,salbutamol,98
2022-05-16,south,ors,57
2022-05-16,east,paracetamol,275
2022-05-16,east,metformin,264
2022-05-16,east,amlodipine,256
2022-05-16,east,salbutamol,204
2022-05-16,east,ors,51
2022-05-16,west,paracetamol,77
2022-05-16,west,metformin,188
2022-05-16,west,amlodipine,95
2022-05-16,west,salbutamol,175
2022-05-16,west,ors,70
2022-05-16,central,paracetamol,219
2022-05-16,central,metformin,81
2022-05-16,central,amlodipine,209
2022-05-16,central,salbutamol,248
2022-05-16,central,ors,199
2022-05-17,north,paracetamol,255
2022-05-17,north,metformin,126
2022-05-17,north,amlodipine,70
2022-05-17,north,salbutamol,199
2022-05-17,north,ors,83
2022-05-17,south,paracetamol,187
2022-05-17,south,metformin,114
2022-05-17,south,amlodipine,114
2022-05-17,south,salbutamol,137
2022-05-17,south,ors,116
2022-05-17,east,paracetamol,272
2022-05-17,east,metformin,92
2022-05-17,east,amlodipine,164
2022-05-17,east,salbutamol,218
2022-05-17,east,ors,190
2022-05-17,west,paracetamol,167
2022-05-17,west,metformin,53
2022-05-17,west,amlodipine,293
2022-05-17,west,salbutamol,72
2022-05-17,west,ors,119
2022-05-17,central,paracetamol,211
2022-05-17,central,metformin,90
2022-05-17,central,amlodipine,195
2022-05-17,central,salbutamol,169
2022-05-17,central,ors,277
2022-05-18,north,paracetamol,139
2022-05-18,north,metformin,274
2022-05-18,north,amlodipine,210
2022-05-18,north,salbutamol,202
2022-05-18,north,ors,101
2022-05-18,south,paracetamol,194
2022-05-18,south,metformin,100
2022-05-18,south,amlodipine,180
2022-05-18,south,salbutamol,104
2022-05-18,south,ors,263
2022-05-18,east,paracetamol,233
2022-05-18,east,metformin,168
2022-05-18,east,amlodipine,162
2022-05-18,east,salbutamol,84
2022-05-18,east,ors,298
2022-05-18,west,paracetamol,117
2022-05-18,west,metformin,236
2022-05-18,west,amlodipine,141
2022-05-18,west,salbutamol,108
2022-05-18,west,ors,62
2022-05-18,central,paracetamol,111
2022-05-18,central,metformin,143
2022-05-18,central,amlodipine,224
2022-05-18,central,salbutamol,253
2022-05-18,central,ors,52
2022-05-19,north,paracetamol,70
2022-05-19,north,metformin,153
2022-05-19,north,amlodipine,114
2022-05-19,north,salbutamol,195
2022-05-19,north,ors,62
2022-05-19,south,paracetamol,248
2022-05-19,south,metformin,126
2022-05-19,south,amlodipine,258
2022-05-19,south,salbutamol,158
2022-05-19,south,ors,145
2022-05-19,east,paracetamol,142
2022-05-19,east,metformin,94
2022-05-19,east,amlodipine,111
2022-05-19,east,salbutamol,79
2022-05-19,east,ors,252
2022-05-19,west,paracetamol,63
2022-05-19,west,metformin,230
2022-05-19,west,amlodipine,59
2022-05-19,west,salbutamol,249
2022-05-19,west,ors,208
2022-05-19,central,paracetamol,55
2022-05-19,central,metformin,260
2022-05-19,central,amlodipine,168
2022-05-19,central,salbutamol,68
2022-05-19,central,ors,61
2022-05-20,north,paracetamol,166
2022-05-20,north,metformin,241
2022-05-20,north,amlodipine,152
2022-05-20,north,salbutamol,163
2022-05-20,north,ors,299
2022-05-20,south,paracetamol,293
2022-05-20,south,metformin,131
2022-05-20,south,amlodipine,232
2022-05-20,south,salbutamol,244
2022-05-20,south,ors,58
2022-05-20,east,paracetamol,183
2022-05-20,east,metformin,178
2022-05-20,east,amlodipine,219
2022-05-20,east,salbutamol,281
2022-05-20,east,ors,142
2022-05-20,west,paracetamol,232
2022-05-20,west,metformin,226
2022-05-20,west,amlodipine,148
2022-05-20,west,salbutamol,148
2022-05-20,west,ors,79
2022-05-20,central,paracetamol,84
2022-05-20,central,metformin,112
2022-05-20,central,amlodipine,280
2022-05-20,central,salbutamol,199
2022-05-20,central,ors,220
2022-05-21,north,paracetamol,77
2022-05-21,north,metformin,195
2022-05-21,north,amlodipine,81
2022-05-21,north,salbutamol,118
2022-05-21,north,ors,231
2022-05-21,south,paracetamol,211
2022-05-21,south,metformin,208
2022-05-21,south,amlodipine,159
2022-05-21,south,salbutamol,146
2022-05-21,south,ors,181
2022-05-21,east,paracetamol,191
2022-05-21,east,metformin,64
2022-05-21,east,amlodipine,237
2022-05-21,east,salbutamol,69
2022-05-21,east,ors,69
2022-05-21,west,paracetamol,226
2022-05-21,west,metformin,148
2022-05-21,west,amlodipine,296
2022-05-21,west,salbutamol,117
2022-05-21,west,ors,67
2022-05-21,central,paracetamol,201
2022-05-21,central,metformin,204
2022-05-21,central,amlodipine,82
2022-05-21,central,salbutamol,174
2022-05-21,central,ors,113
2022-05-22,north,paracetamol,202
2022-05-22,north,metformin,118
2022-05-22,north,amlodipine,195
2022-05-22,north,salbutamol,94
2022-05-22,north,ors,159
2022-05-22,south,paracetamol,69
2022-05-22,south,metformin,84
2022-05-22,south,amlodipine,296
2022-05-22,south,salbutamol,183
2022-05-22,south,ors,140
2022-05-22,east,paracetamol,269
2022-05-22,east,metformin,252
2022-05-22,east,amlodipine,58
2022-05-22,east,salbutamol,229
2022-05-22,east,ors,205
2022-05-22,west,paracetamol,68
2022-05-22,west,metformin,152
2022-05-22,west,amlodipine,295
2022-05-22,west,salbutamol,134
2022-05-22,west,ors,112
2022-05-22,central,paracetamol,144
2022-05-22,central,metformin,283
2022-05-22,central,amlodipine,184
2022-05-22,central,salbutamol,86
2022-05-22,central,ors,138
2022-05-23,north,paracetamol,141
2022-05-23,north,metformin,85
2022-05-23,north,amlodipine,66
2022-05-23,north,salbutamol,139
2022-05-23,north,ors,141
2022-05-23,south,paracetamol,214
2022-05-23,south,metformin,258
2022-05-23,south,amlodipine,237
2022-05-23,south,salbutamol,98
2022-05-23,south,ors,130
2022-05-23,east,paracetamol,274
2022-05-23,east,metformin,233
2022-05-23,east,amlodipine,83
2022-05-23,east,salbutamol,298
2022-05-23,east,ors,264
2022-05-23,west,paracetamol,207
2022-05-23,west,metformin,204
2022-05-23,west,amlodipine,228
2022-05-23,west,salbutamol,186
2022-05-23,west,ors,69
2022-05-23,central,paracetamol,264
2022-05-23,central,metformin,224
2022-05-23,central,amlodipine,196
2022-05-23,central,salbutamol,278
2022-05-23,central,ors,286
2022-05-24,north,paracetamol,117
2022-05-24,north,metformin,126
2022-05-24,north,amlodipine,151
2022-05-24,north,salbutamol,189
2022-05-24,north,ors,174
2022-05-24,south,paracetamol,122
2022-05-24,south,metformin,256
2022-05-24,south,amlodipine,262
2022-05-24,south,salbutamol,128
2022-05-24,south,ors,162
2022-05-24,east,paracetamol,182
2022-05-24,east,metformin,246
2022-05-24,east,amlodipine,74
2022-05-24,east,salbutamol,265
2022-05-24,east,ors,150
2022-05-24,west,paracetamol,294
2022-05-24,west,metformin,80
2022-05-24,west,amlodipine,223
2022-05-24,west,salbutamol,83
2022-05-24,west,ors,218
2022-05-24,central,paracetamol,255
2022-05-24,central,metformin,268
2022-05-24,central,amlodipine,288
2022-05-24,central,salbutamol,117
2022-05-24,central,ors,264
2022-05-25,north,paracetamol,171
2022-05-25,north,metformin,215
2022-05-25,north,amlodipine,95
2022-05-25,north,salbutamol,118
2022-05-25,north,ors,76
2022-05-25,south,paracetamol,220
2022-05-25,south,metformin,294
2022-05-25,south,amlodipine,255
2022-05-25,south,salbutamol,248
2022-05-25,south,ors,287
2022-05-25,east,paracetamol,94
2022-05-25,east,metformin,67
2022-05-25,east,amlodipine,81
2022-05-25,east,salbutamol,298
2022-05-25,east,ors,51
2022-05-25,west,paracetamol,218
2022-05-25,west,metformin,284
2022-05-25,west,amlodipine,69
2022-05-25,west,salbutamol,270
2022-05-25,west,ors,235
2022-05-25,central,paracetamol,284
2022-05-25,central,metformin,267
2022-05-25,central,amlodipine,87
2022-05-25,central,salbutamol,50
2022-05-25,central,ors,246
2022-05-26,north,paracetamol,231
2022-05-26,north,metformin,298
2022-05-26,north,amlodipine,191
2022-05-26,north,salbutamol,202
2022-05-26,north,ors,289
2022-05-26,south,paracetamol,186
2022-05-26,south,metformin,271
2022-05-26,south,amlodipine,260
2022-05-26,south,salbutamol,238
2022-05-26,south,ors,229
2022-05-26,east,paracetamol,281
2022-05-26,east,metformin,185
2022-05-26,east,amlodipine,65
2022-05-26,east,salbutamol,163
2022-05-26,east,ors,57
2022-05-26,west,paracetamol,72
2022-05-26,west,metformin,122
2022-05-26,west,amlodipine,273
2022-05-26,west,salbutamol,278
2022-05-26,west,ors,83
2022-05-26,central,paracetamol,294
2022-05-26,central,metformin,287
2022-05-26,central,amlodipine,67
2022-05-26,central,salbutamol,158
2022-05-26,central,ors,93
2022-05-27,north,paracetamol,192
2022-05-27,north,metformin,294
2022-05-27,north,amlodipine,64
2022-05-27,north,salbutamol,142
2022-05-27,north,ors,176
2022-05-27,south,paracetamol,170
2022-05-27,south,metformin,72
2022-05-27,south,amlodipine,264
2022-05-27,south,salbutamol,242
2022-05-27,south,ors,298
2022-05-27,east,paracetamol,263
2022-05-27,east,metformin,120
2022-05-27,east,amlodipine,158
2022-05-27,east,salbutamol,81
2022-05-27,east,ors,269
2022-05-27,west,paracetamol,163
2022-05-27,west,metformin,209
2022-05-27,west,amlodipine,82
2022-05-27,west,salbutamol,220
2022-05-27,west,ors,62
2022-05-27,central,paracetamol,165
2022-05-27,central,metformin,269
2022-05-27,central,amlodipine,186
2022-05-27,central,salbutamol,239
2022-05-27,central,ors,234
2022-05-28,north,paracetamol,225
2022-05-28,north,metformin,220
2022-05-28,north,amlodipine,116
2022-05-28,north,salbutamol,258
2022-05-28,north,ors,275
2022-05-28,south,paracetamol,81
2022-05-28,south,metformin,122
2022-05-28,south,amlodipine,154
2022-05-28,south,salbutamol,289
2022-05-28,south,ors,237
2022-05-28,east,paracetamol,178
2022-05-28,east,metformin,234
2022-05-28,east,amlodipine,162
2022-05-28,east,salbutamol,155
2022-05-28,east,ors,261
2022-05-28,west,paracetamol,118
2022-05-28,west,metformin,281
2022-05-28,west,amlodipine,286
2022-05-28,west,salbutamol,262
2022-05-28,west,ors,118
2022-05-28,central,paracetamol,245
2022-05-28,central,metformin,298
2022-05-28,central,amlodipine,110
2022-05-28,central,salbutamol,57
2022-05-28,central,ors,266
2022-05-29,north,paracetamol,296
2022-05-29,north,metformin,56
2022-05-29,north,amlodipine,214
2022-05-29,north,salbutamol,219
2022-05-29,north,ors,209
2022-05-29,south,paracetamol,194
2022-05-29,south,metformin,205
2022-05-29,south,amlodipine,119
2022-05-29,south,salbutamol,283
2022-05-29,south,ors,225
2022-05-29,east,paracetamol,103
2022-05-29,east,metformin,219
2022-05-29,east,amlodipine,85
2022-05-29,east,salbutamol,115
2022-05-29,east,ors,208
2022-05-29,west,paracetamol,242
2022-05-29,west,metformin,52
2022-05-29,west,amlodipine,62
2022-05-29,west,salbutamol,208
2022-05-29,west,ors,78
2022-05-29,central,paracetamol,106
2022-05-29,central,metformin,285
2022-05-29,central,amlodipine,210
2022-05-29,central,salbutamol,230
2022-05-29,central,ors,59
2022-05-30,north,paracetamol,279
2022-05-30,north,metformin,112
2022-05-30,north,amlodipine,122
2022-05-30,north,salbutamol,242
2022-05-30,north,ors,157
2022-05-30,south,paracetamol,150
2022-05-30,south,metformin,145
2022-05-30,south,amlodipine,146
2022-05-30,south,salbutamol,51
2022-05-30,south,ors,159
2022-05-30,east,paracetamol,179
2022-05-30,east,metformin,172
2022-05-30,east,amlodipine,246
2022-05-30,east,salbutamol,251
2022-05-30,east,ors,165
2022-05-30,west,paracetamol,279
2022-05-30,west,metformin,86
2022-05-30,west,amlodipine,179
2022-05-30,west,salbutamol,282
2022-05-30,west,ors,110
2022-05-30,central,paracetamol,283
2022-05-30,central,metformin,89
2022-05-30,central,amlodipine,240
2022-05-30,central,salbutamol,74
2022-05-30,central,ors,172
2022-05-31,north,paracetamol,215
2022-05-31,north,metformin,86
2022-05-31,north,amlodipine,294
2022-05-31,north,salbutamol,259
2022-05-31,north,ors,76
2022-05-31,south,paracetamol,133
2022-05-31,south,metformin,227
2022-05-31,south,amlodipine,211
2022-05-31,south,salbutamol,93
2022-05-31,south,ors,121
2022-05-31,east,paracetamol,181
2022-05-31,east,metformin,271
2022-05-31,east,amlodipine,229
2022-05-31,east,salbutamol,104
2022-05-31,east,ors,277
2022-05-31,west,paracetamol,122
2022-05-31,west,metformin,282
2022-05-31,west,amlodipine,61
2022-05-31,west,salbutamol,191
2022-05-31,west,ors,212
2022-05-31,central,paracetamol,55
2022-05-31,central,metformin,96
2022-05-31,central,amlodipine,200
2022-05-31,central,salbutamol,164
2022-05-31,central,ors,117
2022-06-01,north,paracetamol,242
2022-06-01,north,metformin,108
2022-06-01,north,amlodipine,186
2022-06-01,north,salbutamol,168
2022-06-01,north,ors,235
2022-06-01,south,paracetamol,97
2022-06-01,south,metformin,296
2022-06-01,south,amlodipine,240
2022-06-01,south,salbutamol,58
2022-06-01,south,ors,221
2022-06-01,east,paracetamol,95
2022-06-01,east,metformin,192
2022-06-01,east,amlodipine,295
2022-06-01,east,salbutamol,265
2022-06-01,east,ors,230
2022-06-01,west,paracetamol,225
2022-06-01,west,metformin,121
2022-06-01,west,amlodipine,269
2022-06-01,west,salbutamol,177
2022-06-01,west,ors,219
2022-06-01,central,paracetamol,159
2022-06-01,central,metformin,194
2022-06-01,central,amlodipine,84
2022-06-01,central,salbutamol,208
2022-06-01,central,ors,181
2022-06-02,north,paracetamol,97
2022-06-02,north,metformin,191
2022-06-02,north,amlodipine,202
2022-06-02,north,salbutamol,297
2022-06-02,north,ors,95
2022-06-02,south,paracetamol,97
2022-06-02,south,metformin,217
2022-06-02,south,amlodipine,227
2022-06-02,south,salbutamol,56
2022-06-02,south,ors,144
2022-06-02,east,paracetamol,109
2022-06-02,east,metformin,84
2022-06-02,east,amlodipine,279
2022-06-02,east,salbutamol,240
2022-06-02,east,ors,197
2022-06-02,west,paracetamol,193
2022-06-02,west,metformin,199
2022-06-02,west,amlodipine,213
2022-06-02,west,salbutamol,68
2022-06-02,west,ors,179
2022-06-02,central,paracetamol,117
2022-06-02,central,metformin,299
2022-06-02,central,amlodipine,147
2022-06-02,central,salbutamol,56
2022-06-02,central,ors,96
2022-06-03,north,paracetamol,226
2022-06-03,north,metformin,255
2022-06-03,north,amlodipine,92
2022-06-03,north,salbutamol,81
2022-06-03,north,ors,194
2022-06-03,south,paracetamol,278
2022-06-03,south,metformin,177
2022-06-03,south,amlodipine,168
2022-06-03,south,salbutamol,63
2022-06-03,south,ors,130
2022-06-03,east,paracetamol,209
2022-06-03,east,metformin,237
2022-06-03,east,amlodipine,237
2022-06-03,east,salbutamol,101
2022-06-03,east,ors,294
2022-06-03,west,paracetamol,243
2022-06-03,west,metformin,280
2022-06-03,west,amlodipine,53
2022-06-03,west,salbutamol,281
2022-06-03,west,ors,271
2022-06-03,central,paracetamol,271
2022-06-03,central,metformin,240
2022-06-03,central,amlodipine,82
2022-06-03,central,salbutamol,155
2022-06-03,central,ors,178
2022-06-04,north,paracetamol,146
2022-06-04,north,metformin,277
2022-06-04,north,amlodipine,290
2022-06-04,north,salbutamol,113
2022-06-04,north,ors,177
2022-06-04,south,paracetamol,272
2022-06-04,south,metformin,86
2022-06-04,south,amlodipine,255
2022-06-04,south,salbutamol,175
2022-06-04,south,ors,119
2022-06-04,east,paracetamol,184
2022-06-04,east,metformin,153
2022-06-04,east,amlodipine,201
2022-06-04,east,salbutamol,163
2022-06-04,east,ors,245
2022-06-04,west,paracetamol,104
2022-06-04,west,metformin,170
2022-06-04,west,amlodipine,266
2022-06-04,west,salbutamol,172
2022-06-04,west,ors,52
2022-06-04,central,paracetamol,141
2022-06-04,central,metformin,200
2022-06-04,central,amlodipine,213
2022-06-04,central,salbutamol,234
2022-06-04,central,ors,168
2022-06-05,north,paracetamol,225
2022-06-05,north,metformin,190
2022-06-05,north,amlodipine,110
2022-06-05,north,salbutamol,263
2022-06-05,north,ors,266
2022-06-05,south,paracetamol,296
2022-06-05,south,metformin,284
2022-06-05,south,amlodipine,201
2022-06-05,south,salbutamol,220
2022-06-05,south,ors,150
2022-06-05,east,paracetamol,165
2022-06-05,east,metformin,82
2022-06-05,east,amlodipine,127
2022-06-05,east,salbutamol,73
2022-06-05,east,ors,199
2022-06-05,west,paracetamol,101
2022-06-05,west,metformin,292
2022-06-05,west,amlodipine,150
2022-06-05,west,salbutamol,165
2022-06-05,west,ors,172
2022-06-05,central,paracetamol,264
2022-06-05,central,metformin,55
2022-06-05,central,amlodipine,196
2022-06-05,central,salbutamol,125
2022-06-05,central,ors,139
2022-06-06,north,paracetamol,206
2022-06-06,north,metformin,172
2022-06-06,north,amlodipine,113
2022-06-06,north,salbutamol,191
2022-06-06,north,ors,130
2022-06-06,south,paracetamol,207
2022-06-06,south,metformin,120
2022-06-06,south,amlodipine,198
2022-06-06,south,salbutamol,114
2022-06-06,south,ors,162
2022-06-06,east,paracetamol,151
2022-06-06,east,metformin,53
